name,iso,id,country,admin_level,category,range_type,range,population_type,population,population_share,population_interval,population_interval_share
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6600,under_5,29842,48.69,1012,1.65
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,6600,women_childbearing,41736,48.69,1415,1.65
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,7200,adults,175240,51.6,9889,2.91
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,7200,elderly,9894,51.6,559,2.92
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,7200,school_age,100341,51.6,5662,2.91
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,7200,total,186572,51.6,10529,2.91
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,7200,under_5,31627,51.6,1785,2.91
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,7200,women_childbearing,44233,51.6,2497,2.91
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,600,adults,23238,6.38,23238,6.38
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,600,elderly,1182,6.38,1182,6.38
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,600,school_age,13726,6.38,13726,6.38
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,600,total,24610,6.38,24610,6.38
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,600,under_5,4009,6.38,4009,6.38
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,600,women_childbearing,5809,6.38,5809,6.38
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,1200,adults,47917,13.16,24679,6.78
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,1200,elderly,2438,13.16,1256,6.78
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,1200,school_age,28304,13.16,14578,6.78
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,1200,total,50746,13.16,26136,6.78
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,1200,under_5,8268,13.16,4259,6.78
Angonia,,85939544B12573256040215,MOZ,ADM2,primary_healthcare,TIME,1200,women_childbearing,11979,13.16,6170,6.78
